id,source,source_listing_id,url,seller_type,posted_at,updated_at,title,year,make,model,trim,price_usd,mileage,vin,used_new,condition_raw,transmission,fuel,drive,body_type,paint_color,cylinders,title_status,size,location,latitude,longitude,image_urls,seller_phone_numbers,description,extracted_at,parsed_at
craigslist-7915326288,craigslist,7915326288,https://stockton.craigslist.org/ctd/d/rancho-cordova-2020-infiniti-q50-30t/7915326288.html,dealer,2026-02-15T09:48,,2020 Infiniti Q50 3.0T Luxe 4dr Sedan,2020,Infiniti,Q50,,19985,31803,JN1EV7AP7LM208937,used,used,,gas,fwd,sedan,black,6 cylinders,clean,,,38.591826,-121.264745,[],"[""(916) 999-7777"", ""916 586 6111"", ""916-999-7777""]","posted: 2026-02-15T09:48:16-0800 posted: 2026-02-15T09:48:16-0800 # 2020 Infiniti Q50 3.0T Luxe 4dr Sedan - $19,985 2020 INFINITI Q50 VIN: JN1EV7AP7LM208937 drive: fwd fuel: gas odometer: 31,803 paint color: black title status: clean transmission: automatic type: sedan https://www.google.com/maps/search/38.591826,-121.264745 2020 Infiniti Q50 3.0T Luxe 4dr Sedan Offered by: Sacramento Luxury Motors — (916) 999-7777 — $19,985 WWW.SACRAMENTOLUXURYMOTORS.COM Text JASMIN @ 916 586 6111 3071 SUNRISE ",2026-02-27T21:48:24.304294+00:00,2026-02-27T21:48:24.503065+00:00
craigslist-7916707212,craigslist,7916707212,https://sacramento.craigslist.org/ctd/d/elk-grove-2017-infiniti-q50-30t/7916707212.html,dealer,2026-02-21T12:51,,2017 INFINITI Q50 3.0T Signature Edition,2017,Infiniti,Q50,,14900,97791,JN1EV7AP2HM743018,,,automatic,gas,rwd,sedan,blue,6 cylinders,clean,,,38.41211,-121.389741,[],"[""(916) 662-6231""]","posted: 2026-02-21T12:51:13-0800 posted: 2026-02-21T12:51:13-0800 # 2017 INFINITI Q50 3.0T Signature Edition - $14,900 2017 INFINITI Q50 3.0T Signature Edition VIN: JN1EV7AP2HM743018 cylinders: 6 cylinders drive: rwd fuel: gas odometer: 97,791 paint color: blue title status: clean transmission: automatic type: sedan more ads by this seller https://www.google.com/maps/search/38.412110,-121.389741 2017 INFINITI Q50 3.0T Signature Edition Sedan Exterior Color: Hagane Blue Interior Color: Graphite V",2026-02-27T21:48:24.304523+00:00,2026-02-27T21:48:24.504378+00:00
craigslist-7916571353,craigslist,7916571353,https://sacramento.craigslist.org/ctd/d/rancho-cordova-2018-infiniti-q50-red/7916571353.html,dealer,2026-02-20T20:47,,2018 Infiniti Q50 Red Sport 400 AWD 4dr Sedan,2018,Infiniti,Q50,Sport,19985,58720,JN1FV7AR8JM480528,used,used,,gas,4wd,sedan,white,6 cylinders,clean,,,38.591826,-121.264745,[],"[""(916) 999-7777"", ""916 586 6111"", ""916-999-7777""]","posted: 2026-02-20T20:47:37-0800 posted: 2026-02-20T20:47:37-0800 # 2018 Infiniti Q50 Red Sport 400 AWD 4dr Sedan - $19,985 2018 INFINITI Q50 VIN: JN1FV7AR8JM480528 drive: 4wd fuel: gas odometer: 58,720 paint color: white title status: clean transmission: automatic type: sedan https://www.google.com/maps/search/38.591826,-121.264745 2018 Infiniti Q50 Red Sport 400 AWD 4dr Sedan Offered by: Sacramento Luxury Motors — (916) 999-7777 — $19,985 WWW.SACRAMENTOLUXURYMOTORS.COM Text JASMIN @ 916 586 61",2026-02-27T21:48:24.304621+00:00,2026-02-27T21:48:24.506883+00:00
craigslist-7916633319,craigslist,7916633319,https://sfbay.craigslist.org/eby/ctd/d/fremont-2015-infiniti-q50-hybrid/7916633319.html,dealer,2026-02-21T08:16,,2015 INFINITI Q50 HYBRID PREMIUM,2015,Infiniti,Q50,Premium,12400,104829,JN1AV7AP8FM790727,,,automatic,hybrid,rwd,sedan,white,6 cylinders,clean,,,,,[],"[""(510) 300-7002""]","posted: 2026-02-21T08:16:17-0800 posted: 2026-02-21T08:16:17-0800 # 2015 INFINITI Q50 HYBRID PREMIUM - $12,400 2015 INFINITI Q50 Hybrid Premium VIN: JN1AV7AP8FM790727 cylinders: 6 cylinders drive: rwd fuel: hybrid odometer: 104,829 paint color: white title status: clean transmission: automatic type: sedan 2015 INFINITI Q50 Hybrid Premium Sedan 2015 INFINITI Q50 HYBRID PREMIUM Exterior Color: Moonlight White Interior Color: Stone VIN: JN1AV7AP8FM790727 Stock Number: 1487 Mileage: 104,829 MPG: 29 ",2026-02-27T21:48:24.304805+00:00,2026-02-27T21:48:24.507120+00:00
craigslist-7916572107,craigslist,7916572107,https://sfbay.craigslist.org/sfc/ctd/d/rancho-cordova-2018-infiniti-q50-red/7916572107.html,dealer,2026-02-20T20:57,,2018 Infiniti Q50 Red Sport 400 AWD 4dr Sedan,2018,Infiniti,Q50,Sport,19985,58720,JN1FV7AR8JM480528,used,used,,gas,4wd,sedan,white,6 cylinders,clean,,,38.591826,-121.264745,[],"[""(916) 999-7777"", ""916 586 6111"", ""916-999-7777""]","posted: 2026-02-20T20:57:28-0800 posted: 2026-02-20T20:57:28-0800 # 2018 Infiniti Q50 Red Sport 400 AWD 4dr Sedan - $19,985 2018 INFINITI Q50 VIN: JN1FV7AR8JM480528 drive: 4wd fuel: gas odometer: 58,720 paint color: white title status: clean transmission: automatic type: sedan https://www.google.com/maps/search/38.591826,-121.264745 2018 Infiniti Q50 Red Sport 400 AWD 4dr Sedan Offered by: Sacramento Luxury Motors — (916) 999-7777 — $19,985 WWW.SACRAMENTOLUXURYMOTORS.COM Text JASMIN @ 916 586 61",2026-02-27T21:48:24.304832+00:00,2026-02-27T21:48:24.509618+00:00
craigslist-7915326138,craigslist,7915326138,https://stockton.craigslist.org/ctd/d/rancho-cordova-2023-infiniti-q50-luxe/7915326138.html,dealer,2026-02-15T09:47,,2023 Infiniti Q50 Luxe 4dr Sedan,2023,Infiniti,Q50,,22985,6724,JN1EV7BP6PM510840,used,used,,gas,fwd,sedan,,6 cylinders,clean,,,38.591826,-121.264745,[],"[""(916) 999-7777"", ""916 586 6111"", ""916-999-7777""]","posted: 2026-02-15T09:47:40-0800 posted: 2026-02-15T09:47:40-0800 # 2023 Infiniti Q50 Luxe 4dr Sedan - $22,985 2023 INFINITI Q50 VIN: JN1EV7BP6PM510840 drive: fwd fuel: gas odometer: 6,724 title status: clean transmission: automatic type: sedan https://www.google.com/maps/search/38.591826,-121.264745 2023 Infiniti Q50 Luxe 4dr Sedan Offered by: Sacramento Luxury Motors — (916) 999-7777 — $22,985 WWW.SACRAMENTOLUXURYMOTORS.COM Text JASMIN @ 916 586 6111 3071 SUNRISE BLVD RANCHO CORDOVA CA 95742 M",2026-02-27T21:48:24.305056+00:00,2026-02-27T21:48:24.512102+00:00
craigslist-7916533879,craigslist,7916533879,https://sacramento.craigslist.org/ctd/d/sacramento-2015-infiniti-q50-navi/7916533879.html,dealer,2026-02-20T15:59,,"2015 INFINITI Q50 , NAVI , BACKUP CAMERA , FULLY LOADED !",2015,Infiniti,Q50,,11995,105059,JN1BV7AP3FM355439,used,excellent,automatic,gas,fwd,sedan,white,6 cylinders,clean,,,38.596103,-121.412644,[],"[""(916) 545-1111""]","posted: 2026-02-20T15:59:27-0800 posted: 2026-02-20T15:59:27-0800 # 2015 INFINITI Q50 , NAVI , BACKUP CAMERA , FULLY LOADED ! - $11,995 2015 Infiniti Q50 VIN: JN1BV7AP3FM355439 condition: excellent cylinders: 6 cylinders drive: fwd fuel: gas odometer: 105,059 paint color: white title status: clean transmission: automatic type: sedan more ads by this seller https://www.google.com/maps/search/38.596103,-121.412644 📍 Right Cars Auto Sales 📞 Call/Text: (916) 545-1111 🌐 View Inventory: www.gorightcar",2026-02-27T21:48:24.305261+00:00,2026-02-27T21:48:24.512347+00:00
craigslist-7916548983,craigslist,7916548983,https://sacramento.craigslist.org/ctd/d/sacramento-2021-infiniti-q50-30t-luxe/7916548983.html,dealer,2026-02-20T17:20,,2021 Infiniti Q50 3.0t Luxe *WE FINANCE*,2021,Infiniti,Q50,,17990,52000,JN1EV7BP7MM706202,used,excellent,automatic,gas,rwd,sedan,black,6 cylinders,salvage,,,38.513515,-121.407318,[],"[""916-292-8939"", ""(916) 292-8939""]","posted: 2026-02-20T17:20:00-0800 posted: 2026-02-20T17:20:00-0800 # 2021 Infiniti Q50 3.0t Luxe *WE FINANCE* - $17,990 2021 Infiniti Q50 VIN: JN1EV7BP7MM706202 condition: excellent cylinders: 6 cylinders drive: rwd fuel: gas odometer: 52,000 paint color: black title status: salvage transmission: automatic type: sedan more ads by this seller https://www.google.com/maps/search/38.513515,-121.407318 CALL OR TEXT 916-292-8939 We Offer Financing! Apply Online at: WWW.ENVISIONMOTORSPORT.CO -3 MONTH FR",2026-02-27T21:48:24.305298+00:00,2026-02-27T21:48:24.514186+00:00
craigslist-7915175194,craigslist,7915175194,https://sfbay.craigslist.org/sby/ctd/d/santa-clara-2016-infiniti-q50-20t/7915175194.html,dealer,2026-02-14T11:58,,2016 Infiniti Q50 2.0T Premium 4dr Sedan,2016,Infiniti,Q50,Premium,12995,95790,JN1CV7AP7GM200477,,,automatic,gas,rwd,sedan,white,2.0L,clean,,,37.343223,-121.929048,[],"[""(408) 646-6844""]","posted: 2026-02-14T11:58:09-0800 posted: 2026-02-14T11:58:09-0800 # 2016 Infiniti Q50 2.0T Premium 4dr Sedan - $12995.00 2016 Infiniti Q50 drive: rwd fuel: gas odometer: 95,790 paint color: white title status: clean transmission: automatic type: sedan https://www.google.com/maps/search/37.343223,-121.929048 2016 Infiniti Q50 2.0T Premium 4dr Sedan sedan Drive it home today. Call (Or Text) us now !! Call (or text) ☏ (408) 646-6844 Contact Mikias Ayele 3M MOTORS 2105 the alameda san jose, CA 95126",2026-02-27T21:48:24.305524+00:00,2026-02-27T21:48:24.514449+00:00
craigslist-7916549039,craigslist,7916549039,https://sfbay.craigslist.org/sfc/ctd/d/sacramento-2021-infiniti-q50-30t-luxe/7916549039.html,dealer,2026-02-20T17:20,,2021 Infiniti Q50 3.0t Luxe *WE FINANCE*,2021,Infiniti,Q50,,17990,52000,JN1EV7BP7MM706202,used,excellent,automatic,gas,rwd,sedan,black,6 cylinders,salvage,,,38.513515,-121.407318,[],"[""916-292-8939"", ""(916) 292-8939""]","posted: 2026-02-20T17:20:16-0800 posted: 2026-02-20T17:20:16-0800 # 2021 Infiniti Q50 3.0t Luxe *WE FINANCE* - $17,990 2021 Infiniti Q50 VIN: JN1EV7BP7MM706202 condition: excellent cylinders: 6 cylinders drive: rwd fuel: gas odometer: 52,000 paint color: black title status: salvage transmission: automatic type: sedan more ads by this seller https://www.google.com/maps/search/38.513515,-121.407318 CALL OR TEXT 916-292-8939 We Offer Financing! Apply Online at: WWW.ENVISIONMOTORSPORT.CO -3 MONTH FR",2026-02-27T21:48:24.305552+00:00,2026-02-27T21:48:24.516279+00:00
craigslist-7915325230,craigslist,7915325230,https://stockton.craigslist.org/ctd/d/rancho-cordova-2023-infiniti-q50-luxe/7915325230.html,dealer,2026-02-15T09:43,,2023 Infiniti Q50 Luxe 4dr Sedan,2023,Infiniti,Q50,,22985,29760,JN1EV7BP7PM511284,used,used,,gas,fwd,sedan,black,6 cylinders,clean,,,38.591826,-121.264745,[],"[""(916) 999-7777"", ""916 586 6111"", ""916-999-7777""]","posted: 2026-02-15T09:43:34-0800 posted: 2026-02-15T09:43:34-0800 # 2023 Infiniti Q50 Luxe 4dr Sedan - $22,985 2023 INFINITI Q50 VIN: JN1EV7BP7PM511284 drive: fwd fuel: gas odometer: 29,760 paint color: black title status: clean transmission: automatic type: sedan https://www.google.com/maps/search/38.591826,-121.264745 2023 Infiniti Q50 Luxe 4dr Sedan Offered by: Sacramento Luxury Motors — (916) 999-7777 — $22,985 WWW.SACRAMENTOLUXURYMOTORS.COM Text JASMIN @ 916 586 6111 3071 SUNRISE BLVD RANCH",2026-02-27T21:48:24.305734+00:00,2026-02-27T21:48:24.518764+00:00
craigslist-7914836111,craigslist,7914836111,https://sacramento.craigslist.org/ctd/d/rancho-cordova-2020-infiniti-q50-30t/7914836111.html,dealer,2026-02-12T20:40,,2020 Infiniti Q50 3.0T Luxe 4dr Sedan,2020,Infiniti,Q50,,19985,31803,JN1EV7AP7LM208937,used,used,,gas,fwd,sedan,black,6 cylinders,clean,,,38.591826,-121.264745,[],"[""(916) 999-7777"", ""916 586 6111"", ""916-999-7777""]","posted: 2026-02-12T20:40:19-0800 posted: 2026-02-12T20:40:19-0800 # 2020 Infiniti Q50 3.0T Luxe 4dr Sedan - $19,985 2020 INFINITI Q50 VIN: JN1EV7AP7LM208937 drive: fwd fuel: gas odometer: 31,803 paint color: black title status: clean transmission: automatic type: sedan https://www.google.com/maps/search/38.591826,-121.264745 2020 Infiniti Q50 3.0T Luxe 4dr Sedan Offered by: Sacramento Luxury Motors — (916) 999-7777 — $19,985 WWW.SACRAMENTOLUXURYMOTORS.COM Text JASMIN @ 916 586 6111 3071 SUNRISE ",2026-02-27T21:48:24.305916+00:00,2026-02-27T21:48:24.521267+00:00
craigslist-7916313461,craigslist,7916313461,https://sacramento.craigslist.org/cto/d/mather-2017-infiniti-q50-sport-30l-v6/7916313461.html,owner,2026-02-19T17:05,2026-02-19T17:09,2017 Infiniti Q50 Sport 3.0L V6 Twin Turbo,2017,Infiniti,Q50,Sport,14900,74400,,used,excellent,automatic,gas,rwd,sedan,black,6 cylinders,salvage,,,38.545147,-121.281166,[],[],"posted: 2026-02-19T17:05:20-0800 posted: 2026-02-19T17:05:20-0800 updated: 2026-02-19T17:09:42-0800 # 2017 Infiniti Q50 Sport 3.0L V6 Twin Turbo - $14,900 2017 Infiniti q50 Sport condition: excellent cylinders: 6 cylinders drive: rwd fuel: gas odometer: 74,400 paint color: black title status: salvage transmission: automatic type: sedan https://www.google.com/maps/search/38.545147,-121.281166 For sale is my 2017 Infiniti Q50 Sport! I have owned this car for about 2 years since it had about 32k mi",2026-02-27T21:48:24.306097+00:00,2026-02-27T21:48:24.521512+00:00
craigslist-7914515149,craigslist,7914515149,https://sfbay.craigslist.org/eby/ctd/d/hayward-2014-infiniti-q50-premium-awd/7914515149.html,dealer,2026-02-11T11:07,,2014 Infiniti Q50 Premium AWD 4dr Sedan,2014,Infiniti,Q50,Premium,12991,111531,JN1BV7AR8EM681737,,,automatic,gas,4wd,sedan,custom,6 cylinders,clean,,,37.676304,-122.089758,[],"[""(510) 990-2039""]","posted: 2026-02-11T11:07:37-0800 posted: 2026-02-11T11:07:37-0800 # 2014 Infiniti Q50 Premium AWD 4dr Sedan - $12991.00 2014 Infiniti Q50 VIN: JN1BV7AR8EM681737 drive: 4wd fuel: gas odometer: 111,531 paint color: custom title status: clean transmission: automatic type: sedan more ads by this seller https://www.google.com/maps/search/37.676304,-122.089758 2014 *** Infiniti Q50 Premium AWD 4dr Sedan sedan *** Drive it home today. Call (Or Text) us now !! Call (or text) ☏ (510) 990-2039 Contact Adi",2026-02-27T21:48:24.306124+00:00,2026-02-27T21:48:24.521899+00:00
craigslist-7915052679,craigslist,7915052679,https://sfbay.craigslist.org/sfc/ctd/d/rancho-cordova-2023-infiniti-q50-luxe/7915052679.html,dealer,2026-02-13T19:17,,2023 Infiniti Q50 Luxe 4dr Sedan,2023,Infiniti,Q50,,22985,6724,JN1EV7BP6PM510840,used,used,,gas,fwd,sedan,,6 cylinders,clean,,,38.591826,-121.264745,[],"[""(916) 999-7777"", ""916 586 6111"", ""916-999-7777"", ""9434449824""]","posted: 2026-02-13T19:17:35-0800 posted: 2026-02-13T19:17:35-0800 # 2023 Infiniti Q50 Luxe 4dr Sedan - $22,985 2023 INFINITI Q50 VIN: JN1EV7BP6PM510840 drive: fwd fuel: gas odometer: 6,724 title status: clean transmission: automatic type: sedan https://www.google.com/maps/search/38.591826,-121.264745 2023 Infiniti Q50 Luxe 4dr Sedan Offered by: Sacramento Luxury Motors — (916) 999-7777 — $22,985 WWW.SACRAMENTOLUXURYMOTORS.COM Text JASMIN @ 916 586 6111 3071 SUNRISE BLVD RANCHO CORDOVA CA 95742 M",2026-02-27T21:48:24.306170+00:00,2026-02-27T21:48:24.524405+00:00
craigslist-7915133576,craigslist,7915133576,https://stockton.craigslist.org/ctd/d/rancho-cordova-2018-infiniti-q50-red/7915133576.html,dealer,2026-02-14T09:18,,2018 Infiniti Q50 Red Sport 400 AWD 4dr Sedan,2018,Infiniti,Q50,Sport,19985,58720,JN1FV7AR8JM480528,used,used,,gas,4wd,sedan,white,6 cylinders,clean,,,38.591826,-121.264745,[],"[""(916) 999-7777"", ""916 586 6111"", ""916-999-7777""]","posted: 2026-02-14T09:18:42-0800 posted: 2026-02-14T09:18:42-0800 # 2018 Infiniti Q50 Red Sport 400 AWD 4dr Sedan - $19,985 2018 INFINITI Q50 VIN: JN1FV7AR8JM480528 drive: 4wd fuel: gas odometer: 58,720 paint color: white title status: clean transmission: automatic type: sedan https://www.google.com/maps/search/38.591826,-121.264745 2018 Infiniti Q50 Red Sport 400 AWD 4dr Sedan Offered by: Sacramento Luxury Motors — (916) 999-7777 — $19,985 WWW.SACRAMENTOLUXURYMOTORS.COM Text JASMIN @ 916 586 61",2026-02-27T21:48:24.306378+00:00,2026-02-27T21:48:24.526935+00:00
craigslist-7913594927,craigslist,7913594927,https://sacramento.craigslist.org/ctd/d/sacramento-2018-infiniti-q50-50-50-30t/7913594927.html,dealer,2026-02-06T19:14,,2018 Infiniti Q50 Q 50 Q-50 30T 30 T 30-T Luxe PRICED TO SELL!,2018,Infiniti,Q50,,15995,87246,JN1EV7AP6JM366733,used,excellent,automatic,gas,,sedan,,6 cylinders,,,,38.60755,-121.401945,[],"[""(916) 914-8640""]","posted: 2026-02-06T19:14:26-0800 posted: 2026-02-06T19:14:26-0800 # 2018 Infiniti Q50 Q 50 Q-50 30T 30 T 30-T Luxe PRICED TO SELL! - $15,995 2018 Infiniti Q50 30T Luxe VIN: JN1EV7AP6JM366733 condition: excellent cylinders: 6 cylinders fuel: gas odometer: 87,246 transmission: automatic type: sedan more ads by this seller https://www.google.com/maps/search/38.607550,-121.401945 2018 Infiniti Q50 Q 50 Q-50 30T 30 T 30-T Luxe PRICED TO SELL! 87,246 mi. - Automatic - Sedan - 6 Cyl - - VIN# JN1EV7AP6J",2026-02-27T21:48:24.306563+00:00,2026-02-27T21:48:24.529021+00:00
craigslist-7914399554,craigslist,7914399554,https://sacramento.craigslist.org/cto/d/antelope-infiniti-2018-q50s/7914399554.html,owner,2026-02-10T20:00,2026-02-25T19:26,Infiniti 2018 q50s,2018,Infiniti,Q50,,13000,100000,,,,automatic,gas,,,,,salvage,,,,,[],[],"posted: 2026-02-10T20:00:42-0800 posted: 2026-02-10T20:00:42-0800 updated: 2026-02-25T19:26:41-0800 # Infiniti 2018 q50s - $13,000 2018 infiniti q50 fuel: gas odometer: 100,000 title status: salvage transmission: automatic Hello selling my 2018 Infiniti q50s car runs good super fun to drive . Car has a salvage title due to previous owner since I’ve had the car has been well maintained and taken care of tags due in may . New break just got done also has new oil change beautiful car just selling c",2026-02-27T21:48:24.306742+00:00,2026-02-27T21:48:24.529227+00:00
craigslist-7913757477,craigslist,7913757477,https://sfbay.craigslist.org/eby/ctd/d/richmond-2015-infiniti-q50-premium-4dr/7913757477.html,dealer,2026-02-07T15:05,,2015 Infiniti Q50 Premium 4dr Sedan,2015,Infiniti,Q50,Premium,10999,154000,JN1BV7AP9FM359012,used,used,,gas,fwd,sedan,silver,6 cylinders,clean,,,37.94725,-122.347768,[],"[""(510) 398-4096"", ""510-398-4096""]","posted: 2026-02-07T15:05:26-0800 posted: 2026-02-07T15:05:26-0800 # 2015 Infiniti Q50 Premium 4dr Sedan - $10,999 2015 INFINITI Q50 VIN: JN1BV7AP9FM359012 drive: fwd fuel: gas odometer: 154,000 paint color: silver title status: clean transmission: automatic type: sedan https://www.google.com/maps/search/37.947250,-122.347768 2015 Infiniti Q50 Premium 4dr Sedan Offered by: Car Co — (510) 398-4096 — $10,999 💬 24/7 messaging! Chat now on Text2Buy.com 🚗 2015 Infiniti Q50 – VIN: JN1BV7AP9FM359012 VIN",2026-02-27T21:48:24.306760+00:00,2026-02-27T21:48:24.529739+00:00
craigslist-7915050146,craigslist,7915050146,https://sfbay.craigslist.org/sfc/ctd/d/rancho-cordova-2020-infiniti-q50-30t/7915050146.html,dealer,2026-02-13T18:55,,2020 Infiniti Q50 3.0T Luxe 4dr Sedan,2020,Infiniti,Q50,,19985,31803,JN1EV7AP7LM208937,used,used,,gas,fwd,sedan,black,6 cylinders,clean,,,38.591826,-121.264745,[],"[""(916) 999-7777"", ""916 586 6111"", ""916-999-7777""]","posted: 2026-02-13T18:55:48-0800 posted: 2026-02-13T18:55:48-0800 # 2020 Infiniti Q50 3.0T Luxe 4dr Sedan - $19,985 2020 INFINITI Q50 VIN: JN1EV7AP7LM208937 drive: fwd fuel: gas odometer: 31,803 paint color: black title status: clean transmission: automatic type: sedan https://www.google.com/maps/search/38.591826,-121.264745 2020 Infiniti Q50 3.0T Luxe 4dr Sedan Offered by: Sacramento Luxury Motors — (916) 999-7777 — $19,985 WWW.SACRAMENTOLUXURYMOTORS.COM Text JASMIN @ 916 586 6111 3071 SUNRISE ",2026-02-27T21:48:24.306805+00:00,2026-02-27T21:48:24.532241+00:00
craigslist-7914173064,craigslist,7914173064,https://sacramento.craigslist.org/cto/d/sacramento-2014-infiniti-q50-hybrid/7914173064.html,owner,2026-02-09T18:43,,2014 Infiniti Q50 Hybrid,2014,Infiniti,Q50,Hybrid,12800,78701,,used,excellent,automatic,gas,rwd,sedan,brown,6 cylinders,salvage,,,,,[],[],"posted: 2026-02-09T18:43:50-0800 posted: 2026-02-09T18:43:50-0800 # 2014 Infiniti Q50 Hybrid - $12,800 2014 infiniti q50 condition: excellent cylinders: 6 cylinders drive: rwd fuel: gas odometer: 78,701 paint color: brown title status: salvage transmission: automatic type: sedan 2014 INFINITI Q50 Hybrid – 78k miles – $12,800 OBO 📍 Located in Rancho Cordova Beautiful Brown exterior with a super clean Tan leather interior. This Q50 hybrid runs strong, drives perfectly, and is loaded with premium f",2026-02-27T21:48:24.306990+00:00,2026-02-27T21:48:24.532491+00:00
craigslist-7912979756,craigslist,7912979756,https://sfbay.craigslist.org/eby/ctd/d/hayward-2021-infiniti-q50-luxe-4dr-sedan/7912979756.html,dealer,2026-02-04T06:58,,2021 Infiniti Q50 Luxe 4dr Sedan,2021,Infiniti,Q50,,19891,79979,JN1EV7BP7MM707317,,,automatic,gas,rwd,sedan,black,6 cylinders,clean,,,37.676304,-122.089758,[],"[""(510) 990-2039""]","posted: 2026-02-04T06:58:24-0800 posted: 2026-02-04T06:58:24-0800 # 2021 Infiniti Q50 Luxe 4dr Sedan - $19891.00 2021 Infiniti Q50 VIN: JN1EV7BP7MM707317 drive: rwd fuel: gas odometer: 79,979 paint color: black title status: clean transmission: automatic type: sedan more ads by this seller https://www.google.com/maps/search/37.676304,-122.089758 2021 *** Infiniti Q50 Luxe 4dr Sedan sedan *** Drive it home today. Call (Or Text) us now !! Call (or text) ☏ (510) 990-2039 Contact Adil Lakhlifi Star ",2026-02-27T21:48:24.307016+00:00,2026-02-27T21:48:24.532876+00:00
craigslist-7913157777,craigslist,7913157777,https://sacramento.craigslist.org/cto/d/citrus-heights-2014-infiniti-q50s-hybrid/7913157777.html,owner,2026-02-04T21:26,2026-02-04T21:26,2014 Infiniti Q50S Hybrid,2014,Infiniti,Q50,Hybrid,11900,89500,,used,excellent,automatic,hybrid,4wd,sedan,silver,6 cylinders,rebuilt,,,,,[],[],"posted: 2026-02-04T21:26:55-0800 posted: 2026-02-04T21:26:55-0800 updated: 2026-02-04T21:26:56-0800 # 2014 Infiniti Q50S Hybrid - $11,900 2014 infiniti q50 sport tech condition: excellent cylinders: 6 cylinders drive: 4wd fuel: hybrid odometer: 89,500 paint color: silver title status: rebuilt transmission: automatic type: sedan 2014 Infiniti Q50S Hybrid AWD. Has the sport tech and premium package, Bose sound system, Infiniti rims, Infiniti sport exhaust, Tesla style center display, and other tas",2026-02-27T21:48:24.307060+00:00,2026-02-27T21:48:24.533044+00:00
craigslist-7912979653,craigslist,7912979653,https://sfbay.craigslist.org/eby/ctd/d/hayward-2014-infiniti-q50-sport-awd-4dr/7912979653.html,dealer,2026-02-04T06:57,,2014 Infiniti Q50 Sport AWD 4dr Sedan,2014,Infiniti,Q50,Sport,16891,84381,JN1BV7AR6EM699850,,,automatic,gas,4wd,sedan,silver,6 cylinders,clean,,,37.676304,-122.089758,[],"[""(510) 990-2039""]","posted: 2026-02-04T06:57:51-0800 posted: 2026-02-04T06:57:51-0800 # 2014 Infiniti Q50 Sport AWD 4dr Sedan - $16891.00 2014 Infiniti Q50 VIN: JN1BV7AR6EM699850 drive: 4wd fuel: gas odometer: 84,381 paint color: silver title status: clean transmission: automatic type: sedan more ads by this seller https://www.google.com/maps/search/37.676304,-122.089758 2014 *** Infiniti Q50 Sport AWD 4dr Sedan sedan *** Drive it home today. Call (Or Text) us now !! Call (or text) ☏ (510) 990-2039 Contact Adil Lak",2026-02-27T21:48:24.307076+00:00,2026-02-27T21:48:24.533433+00:00
craigslist-7912980082,craigslist,7912980082,https://sfbay.craigslist.org/eby/ctd/d/hayward-2016-infiniti-q50-30t-premium/7912980082.html,dealer,2026-02-04T06:59,,2016 Infiniti Q50 3.0T Premium 4dr Sedan,2016,Infiniti,Q50,Premium,12791,119787,JN1EV7AP1GM301555,,,automatic,gas,rwd,sedan,black,6 cylinders,clean,,,37.676304,-122.089758,[],"[""(510) 990-2039""]","posted: 2026-02-04T06:59:57-0800 posted: 2026-02-04T06:59:57-0800 # 2016 Infiniti Q50 3.0T Premium 4dr Sedan - $12791.00 2016 Infiniti Q50 VIN: JN1EV7AP1GM301555 drive: rwd fuel: gas odometer: 119,787 paint color: black title status: clean transmission: automatic type: sedan more ads by this seller https://www.google.com/maps/search/37.676304,-122.089758 2016 *** Infiniti Q50 3.0T Premium 4dr Sedan sedan *** Drive it home today. Call (Or Text) us now !! Call (or text) ☏ (510) 990-2039 Contact Ad",2026-02-27T21:48:24.307119+00:00,2026-02-27T21:48:24.533862+00:00
craigslist-7912715076,craigslist,7912715076,https://sacramento.craigslist.org/ctd/d/sacramento-2017-infiniti-q50-30t/7912715076.html,dealer,2026-02-02T20:53,,2017 Infiniti Q50 3.0T Signature Edition 4dr Sedan,2017,Infiniti,Q50,,11995,116981,JN1EV7AP7HM741314,,,automatic,gas,rwd,sedan,custom,6 cylinders,clean,,,38.62455,-121.400836,[],"[""(916) 274-4637""]","posted: 2026-02-02T20:53:27-0800 posted: 2026-02-02T20:53:27-0800 # 2017 Infiniti Q50 3.0T Signature Edition 4dr Sedan - $11995.00 2017 Infiniti Q50 VIN: JN1EV7AP7HM741314 drive: rwd fuel: gas odometer: 116,981 paint color: custom title status: clean transmission: automatic type: sedan https://www.google.com/maps/search/38.624550,-121.400836 2017 *** Infiniti Q50 3.0T Signature Edition 4dr Sedan sedan *** Drive it home today. Call (Or Text) us now !! Call (or text) ☏ (916) 274-4637 Contact Georg",2026-02-27T21:48:24.307190+00:00,2026-02-27T21:48:24.534268+00:00
